"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","55/2428","117/9397",0.47008547008547,1.81935467973359,5.26382562898732,5.68264437061871e-07,1.79261599691336e-05,1.50087066630695e-05,"35/38/39/48/50/8310/84532/128/4329/230/1737/1738/1892/2023/2026/2098/2271/2645/2653/2747/2805/2806/84706/26275/3098/3417/3418/3420/414328/84693/4190/4191/4199/4594/5095/5096/5160/5162/5211/5214/283871/26227/5634/29968/5723/6120/729020/6389/6390/6392/6470/8803/8802/26007/7167",55
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","27/2428","46/9397",0.58695652173913,2.27167645584127,5.1031358648602,2.34396162654529e-06,6.77795570342679e-05,5.67485446426754e-05,"11047/3458/51371/5682/5686/5688/143471/5689/5699/5691/5693/5694/5696/5698/5701/5702/5704/5705/5707/5719/10213/5708/5710/5714/5720/10197/9491",27
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","83/2428","205/9397",0.404878048780488,1.56698477116567,4.84455543589385,2.56618581798414e-06,6.8497421449269e-05,5.73495777946254e-05,"1636/498/506/509/513/516/518/515/10476/522/539/815/1277/9377/1329/1337/1345/1347/1351/1376/1509/1535/1537/9945/2997/5601/51660/25874/126328/55967/51079/4695/4696/4697/4698/4700/4702/4704/4706/4707/4716/54539/4708/4709/4710/4711/4712/4713/4714/4715/4717/4718/4720/4722/4724/4725/4726/374291/4728/4723/4790/142/5160/5162/5164/5166/8503/5499/5590/6389/6390/6392/291/293/6513/7048/29796/10975/7384/7386/27089/7416/7419",83
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","26/2428","44/9397",0.590909090909091,2.28697394039239,5.05046350414927,3.02722938785605e-06,7.4865907823469e-05,6.26816033953509e-05,"54936/54840/2237/8930/4350/252969/4913/8505/142/10038/10039/143/5111/5424/5425/54107/56655/5428/27343/5982/5984/5985/23583/55775/7374/7515",26
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","141/2428","391/9397",0.360613810741688,1.39567050228157,4.7170088891395,3.23627843617301e-06,7.4865907823469e-05,6.26816033953509e-05,"11047/322/60673/9776/498/506/509/513/516/518/515/10476/522/539/572/776/801/805/824/836/840/1020/9377/1329/1337/1345/1347/1351/1537/54205/1855/1856/1965/8772/7976/8323/8326/2902/3265/3028/3416/64837/4035/4041/5604/5605/5601/90550/8883/126328/55967/51079/4695/4696/4697/4698/4700/4702/4704/4706/4707/4716/54539/4708/4709/4710/4711/4712/4713/4714/4715/4717/4718/4720/4722/4724/4725/4726/374291/4728/4723/4790/4842/27035/8503/30849/5481/5533/55851/5682/5686/5688/143471/5689/5691/5693/5694/5701/5702/5704/5705/5707/5719/10213/5708/5710/5714/6389/6390/6392/291/293/57181/91252/23516/29985/55630/25800/64116/7186/10376/7277/7280/347733/10382/10383/84617/29796/10975/7384/7386/27089/7416/7419/26100/7471/80326/7475/7476/7484/7494",141
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","166/2428","483/9397",0.343685300207039,1.33015270430212,4.39706334755501,1.18177531541208e-05,0.000256297521529994,0.000214585517798508,"55860/10121/11047/60673/9776/498/506/509/513/516/518/515/10476/522/539/6311/572/776/801/805/815/824/836/840/9973/1020/9377/1329/1337/1345/1347/1351/1537/54205/1616/1639/10540/11258/79139/1767/1769/10126/1855/1856/1965/8772/356/7976/8323/8326/2882/2902/9001/3265/3028/27429/55081/64837/4041/81631/5604/5605/5606/5601/90550/126328/55967/51079/4695/4696/4697/4698/4700/4702/4704/4706/4707/4716/54539/4708/4709/4710/4711/4712/4713/4714/4715/4717/4718/4720/4722/4724/4725/4726/374291/4728/4723/4790/4842/27035/10133/11315/30849/65018/5481/5533/5071/5621/5682/5686/5688/143471/5689/5691/5693/5694/5701/5702/5704/5705/5707/5719/10213/5708/5710/5714/116442/6389/6390/6392/10280/291/293/6531/6647/8878/10452/7186/7222/10376/7277/7280/347733/10382/10383/84617/118424/7332/9246/29796/10975/7384/7386/27089/9217/7415/7416/7419/26100/7471/80326/7475/7476/7484/7494/53349",166
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","19/2428","30/9397",0.633333333333333,2.45116694124108,4.69881510829482,1.64867352551372e-05,0.000336523360796035,0.000281754732533613,"47/48/50/1737/1738/2271/3417/3418/3420/4190/4191/5106/5160/5162/6389/6390/6392/8803/8802",19
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","39/2428","85/9397",0.458823529411765,1.77576800077527,4.24063070748817,4.8478730777733e-05,0.000934562198881852,0.000782463724833584,"100/132/159/203/50808/102157402/122481/221264/353/8623/51727/129607/56474/1633/1635/79077/1716/1841/1854/955/8833/2987/51020/3251/4830/4832/4833/10201/29922/30833/84618/115024/4907/6240/6241/7083/83549/7371/54963",39
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","19/2428","32/9397",0.59375,2.29796900741351,4.34106245317778,6.02893804420134e-05,0.00108508945446118,0.000908492915004659,"35/8310/84532/4329/593/594/1738/55862/1892/1962/26275/3939/3945/84693/4594/5095/5096/8803/8802",19
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","85/2428","227/9397",0.374449339207048,1.44921764436929,4.04385597901323,6.44650154919334e-05,0.00108508945446118,0.000908492915004659,"52/498/506/509/513/516/518/515/10476/522/539/572/873/9377/1329/1337/1345/1347/1351/1535/1537/1545/253152/2947/2949/9446/3265/9817/4025/5604/5605/6416/5601/4259/126328/55967/51079/4695/4696/4697/4698/4700/4702/4704/4706/4707/4716/54539/4708/4709/4710/4711/4712/4713/4714/4715/4717/4718/4720/4722/4724/4725/4726/374291/4728/4723/4790/27035/1728/8503/6389/6390/6392/291/293/10861/65010/6647/29796/10975/7384/7386/27089/7416/7419",85
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","29/2428","58/9397",0.5,1.93513179571664,4.21645282734473,6.56682378780542e-05,0.00108508945446118,0.000908492915004659,"221264/8623/790/51727/129607/56474/1633/1635/79077/1841/1854/955/51020/4830/4832/4833/10201/29922/30833/84618/115024/4907/6240/6241/7083/83549/7371/54963/7372",29
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","46/2428","108/9397",0.425925925925926,1.64844560375862,4.00047498887907,0.000103765390110797,0.00163666319856576,0.0013702989316067,"8086/1434/9775/2733/51194/9670/3836/3838/402569/55110/22916/55706/57122/55746/23279/23511/23165/129401/79023/23636/79902/4927/9688/29107/55916/51808/84305/8480/5901/5905/9939/10921/10284/6396/10073/7341/6612/387082/57187/84321/79228/80145/23534/7329/5976/11260",46
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","61/2428","157/9397",0.388535031847134,1.50373298775433,3.75685856861447,0.00021088990647685,0.00318168684988987,0.00266387250286548,"836/840/9377/1329/1337/1345/1347/1351/1537/54205/1965/356/3953/5601/51085/126328/55967/51079/4695/4696/4697/4698/4700/4702/4704/4706/4707/4716/54539/4708/4709/4710/4711/4712/4713/4714/4715/4717/4718/4720/4722/4724/4725/4726/374291/4728/4723/4790/10062/8503/5564/6389/6390/6392/7186/29796/10975/7384/7386/27089/7494",61
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","20/2428","37/9397",0.540540540540541,2.09203437374772,3.92834714830185,0.00023175769827325,0.00335083005420074,0.00280548792646566,"55907/8790/2582/2584/2585/2645/9945/7264/2762/29925/3098/55586/4351/5236/5372/23483/6675/7358/7360/80146",20
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","29/2428","63/9397",0.46031746031746,1.7815499071677,3.67370014398482,0.000408632632754853,0.00567182094263736,0.00474874133222482,"1069/8451/1642/2071/2965/4331/5111/5424/5425/54107/56655/5434/5435/5436/5437/5438/5440/5441/81488/5886/9978/5982/5984/5985/6117/6118/6119/7507/7508",29
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","89/2428","252/9397",0.353174603174603,1.36687880808556,3.48450951633328,0.000460759801792238,0.00614937120084256,0.00514857106456104,"57180/653857/273/1173/116984/375/378/381/382/10092/55616/274/868/23624/51510/79643/1211/1212/1213/9265/9829/2060/2261/2350/2352/28964/156/2868/2870/9146/3105/3106/3107/3134/3135/3265/3304/3312/3559/3560/3561/3949/26119/93343/89853/50855/84612/84552/23396/5584/5590/5662/10890/8766/9230/9727/26056/57403/5867/5869/7879/9135/100526767/10193/6457/56904/60682/11267/8724/8723/27131/58533/23111/7048/7251/84313/9559/112936/51160/51699/55737/51028/137492/11311/27183/9525/51534/51019/9897",89
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","19/2428","36/9397",0.527777777777778,2.0426391177009,3.69942950093573,0.000495498094157087,0.00636806809898183,0.0053316753991172,"2237/4172/4174/4175/5111/5424/5425/54107/56655/5557/5558/5982/5984/5985/10535/84153/6117/6118/6119",19
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","18/2428","34/9397",0.529411764705882,2.04896307781762,3.61661901765101,0.000661716828217616,0.00820056212112545,0.00686593400707,"84172/9533/10849/30834/5434/5435/5436/5437/5438/5440/5441/81488/11128/55703/10623/84265/171568/51728",18
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","63/2428","171/9397",0.368421052631579,1.42588658631752,3.31738521571743,0.000888843635634045,0.0105677511745467,0.00884786690178941,"267/573/9532/10134/824/8454/1603/1650/79139/51009/3301/10294/64215/55741/1965/27248/26232/26270/3304/3312/23640/10808/3998/10960/11253/57134/5601/51360/7841/55768/58505/9601/10130/10113/5071/5886/9978/91445/6048/6184/6185/6396/10484/10483/22872/10952/55829/64374/6748/3703/10273/258010/746/7186/23471/7322/118424/29978/165324/7993/7415/7466/7494",63
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","26/2428","57/9397",0.456140350877193,1.7653833925836,3.42100443583713,0.000948964099797495,0.0105677511745467,0.00884786690178941,"10449/34/35/36/38/39/8310/2181/51703/126129/1376/1892/1962/64834/6785/201562/51495/3033/7923/27349/51102/54995/9374/79966/6342/9524",26
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","21/2428","43/9397",0.488372093023256,1.89012873069997,3.45301907123508,0.000974547658747819,0.0105677511745467,0.00884786690178941,"10449/34/35/36/38/39/8310/2181/51703/128/219/223/126129/1376/113612/1892/1632/10455/1962/2639/3033",21
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","21/2428","43/9397",0.488372093023256,1.89012873069997,3.45301907123508,0.000974547658747819,0.0105677511745467,0.00884786690178941,"56052/79087/199857/85365/10195/8704/8703/1603/1650/2530/284004/11253/57134/4245/4247/25834/58505/6184/6185/3703/746",21
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","29/2428","66/9397",0.439393939393939,1.7005703659328,3.37108923547695,0.0010409682650419,0.01094593902938,0.00916450529989041,"16/57505/833/1615/55157/124454/2058/10667/2193/10056/5188/55699/3735/23395/123263/4677/79731/25973/55278/5917/57038/6301/6897/80222/123283/7407/10352/8565/51067",29
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","12/2428","20/9397",0.6,2.32215815485997,3.49363122746493,0.001268092859235,0.0129420065339572,0.0108357160727201,"1595/1718/1717/10682/2222/51478/3988/6307/50814/6646/6713/7108",12
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","13/2428","23/9397",0.565217391304348,2.18754029081011,3.36558380861945,0.00170513215864323,0.0166178737820973,0.0139133419197903,"4292/4436/4437/2956/5111/5424/5425/5982/5984/5985/6117/6118/6119",13
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","110/2428","333/9397",0.33033033033033,1.27846545062361,3.05382468276534,0.00172404454223488,0.0166178737820973,0.0139133419197903,"50617/245972/8992/155066/51382/529/9296/9550/51606/572/10134/836/8900/595/896/898/1019/1277/1287/1291/1292/92359/10488/84699/148327/1741/1855/1856/1869/1978/8772/356/7976/8323/8326/3065/3066/3280/57801/55502/23493/3105/3106/3107/3134/3135/3265/3448/9641/9636/3672/3675/8516/3688/3694/3695/3716/284217/3909/22798/3918/3993/9223/5604/5605/4242/4599/4790/4799/9368/8638/50855/84612/84552/8503/5518/5519/28227/55012/5526/5527/5528/5567/5584/5590/5734/5933/5934/5649/5986/6009/6199/23513/6772/10474/6908/9519/10312/148022/7098/8717/7249/7283/27175/7337/7471/80326/7475/7476/7484",110
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","16/2428","31/9397",0.516129032258065,1.99755540203008,3.28360877792998,0.00186364567953673,0.0174779743459255,0.0146334625192642,"7485/439/83943/90701/10952/6449/28972/9789/6727/6729/6730/6726/6734/58477/29100/8266",16
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","33/2428","81/9397",0.407407407407407,1.57677405576911,3.07711763637455,0.00231136475767643,0.0210534626004382,0.0176270458902501,"567/920/925/926/927/3105/3106/3107/3134/3135/3304/3306/3308/3312/3458/3802/3804/3805/3809/3811/3812/115653/3821/3822/3823/8302/3824/5641/4801/5720/10197/6890/6892",33
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","31/2428","75/9397",0.413333333333333,1.59970895112575,3.07770667513497,0.00236623931244118,0.0210534626004382,0.0176270458902501,"48/50/5832/230/435/587/1491/2023/2026/2805/2806/84706/3417/3418/3420/27430/162417/5009/5211/5214/26227/5634/29968/5723/5831/29920/65263/6120/729020/6470/7167",31
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","16/2428","32/9397",0.5,1.93513179571664,3.12755197078827,0.00284292988000947,0.0246624167090821,0.020648648602174,"38/39/48/50/84532/1738/2653/9380/84693/4190/4191/4594/5095/5096/283871/6470",16
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","27/2428","64/9397",0.421875,1.63276745263591,2.99801705788099,0.00312266809424117,0.0264284348463826,0.0221272501671518,"9582/27350/140564/200316/60489/164668/636/920/79643/9638/9146/55201/4300/4599/7469/25920/51497/7936/5300/11168/5901/10955/23534/85363/7251/27183/9525",27
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","56/2428","157/9397",0.356687898089172,1.38047618547939,2.83760494611302,0.00380824260049206,0.0312570723718966,0.026170034808565,"8945/776/801/805/824/8900/891/595/896/898/1019/1029/1869/1874/1978/3105/3106/3107/3134/3135/3265/3486/3805/91750/286826/5604/5605/5606/90550/22808/4605/4609/4772/4773/4775/4790/8503/5481/5499/5533/5810/10111/5928/5933/5934/6009/6237/22800/291/293/8878/7048/7249/7416/7419/678",56
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","21/2428","47/9397",0.446808510638298,1.72926671106593,2.9582857820502,0.00387335478960102,0.0312570723718966,0.026170034808565,"38/39/84532/98/128/219/223/1737/1738/2271/2739/9380/3029/3939/3945/4190/4191/4199/5106/5160/5162",21
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","16/2428","33/9397",0.484848484848485,1.87649143827068,2.97703923681273,0.00421152268468508,0.0332135993542209,0.027808140214667,"48/50/587/593/594/1737/1738/2805/2806/84706/3417/3418/3420/162417/5160/5162",16
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","31/2428","78/9397",0.397435897435897,1.53818168377476,2.81709940290098,0.00481361534300393,0.0371183227560525,0.0310773762495692,"694/25904/4850/29883/9337/196513/115752/80153/23644/2023/2026/51013/5394/51010/56915/11340/27257/57819/27258/25804/23658/11157/23517/5073/5211/5214/154197/87178/9652/80349/10766",31
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","12/2428","23/9397",0.521739130434783,2.0192679607478,2.88868661710601,0.00613670227748423,0.046292080223631,0.0387581196472688,"38/39/2339/2342/9453/23463/4597/51449/57107/10654/9986/10269",12
